early_bidding,bidding_ratio,nibble_bidding,last_bidding,starting_price,auction_bids,winning_ratio,buyer_tendency,shill_score,Label
4.83156,0.19047619047619047,2,0,9.99,21,0.0,1,12.741706095238094,0
4.89443,0.05555555555555555,0,0,140.0,18,0.0,3,50.396106777777774,0
4.85478,0.07692307692307693,0,0,10.0,13,0.0,1,8.894895538461538,0
4.99917,0.045454545454545456,0,0,45.99,22,0.0,1,22.419478272727275,0
3.22882,0.045454545454545456,0,0,9.99,22,0.0,1,11.088373272727273,0
4.94999,0.08333333333333333,1,0,15.0,24,0.0,2,14.926663666666666,0
4.99998,0.037037037037037035,0,1,9.99,27,0.0,1,13.815512518518517,0
4.94047,0.09523809523809523,0,0,9.99,21,0.0,1,11.326760047619047,0
3.1188,0.09090909090909091,0,0,150.0,11,0.0,3,50.78109454545454,0
4.80324,0.045454545454545456,0,0,45.99,22,0.0,2,22.860699272727274,0
2.35428,0.2727272727272727,1,0,150.0,11,0.0,1,50.34264763636363,0
4.83564,0.125,0,0,1.0,8,0.5,2,5.563192,0
4.96243,0.13636363636363635,2,0,9.99,22,0.0,1,13.053910818181818,0
4.84515,0.10526315789473684,1,0,10.0,19,0.0,1,11.406176578947369,0
4.26928,0.05,0,0,1.0,20,0.0,1,8.105784,0
4.93648,0.1111111111111111,1,1,140.0,18,0.0,2,51.33649955555556,0
0.37517,0.5555555555555556,5,0,1.0,18,0.1,1,10.160328777777778,0
4.9878,0.041666666666666664,0,0,15.0,24,0.0,1,13.717173333333331,0
2.10174,0.024390243902439025,0,0,70.0,41,0.0,1,34.44271712195122,0
4.75883,0.06666666666666667,0,0,10.0,15,0.0,1,9.460982333333334,0
3.07763,0.125,2,0,9.99,24,0.0,4,14.582788999999998,0
4.16247,0.0975609756097561,3,0,70.0,41,0.0,1,37.19752148780487,0
3.06807,0.12195121951219512,4,0,70.0,41,0.0,1,37.5813966097561,0
0.0316,0.024390243902439025,0,0,70.0,41,0.0,1,33.821675121951216,0
2.98378,0.0625,0,0,1.0,16,0.0,1,6.526384,0
4.99913,0.09090909090909091,0,0,150.0,11,0.0,1,50.34519354545454,0
4.41156,0.0625,0,0,1.0,16,0.0,1,6.954718,0
4.98198,0.058823529411764705,0,0,1.0,17,0.0,1,7.424005764705882,0
4.996,0.05555555555555555,0,0,150.0,18,0.0,1,52.42657777777778,0
4.07134,0.05555555555555555,0,0,140.0,18,0.0,1,49.149179777777775,0
3.20412,0.1,0,0,1.0,20,0.0,1,7.811236,0
3.7742,0.0625,0,0,1.0,16,0.0,2,7.26351,0
0.29039,0.0625,0,0,1.0,16,0.0,2,6.218367,0
1.68803,0.1111111111111111,1,0,1.0,18,0.0,2,7.961964555555555,0
4.11016,0.045454545454545456,0,0,9.99,22,0.0,1,11.352775272727271,0
2.44275,0.1875,1,0,1.0,16,0.0,2,7.626575,0
4.83892,0.14285714285714285,2,0,1.0,21,0.0,1,10.023104571428572,0
1.37698,0.125,0,0,1.0,16,0.0,3,7.075594,0
4.99711,0.09523809523809523,1,1,1.0,21,0.3333333333333333,2,10.780085380952382,0
0.26436,0.037037037037037035,0,0,19.99,27,0.0,1,14.694826518518518,0
4.99269,0.1111111111111111,1,0,150.0,18,0.0,1,53.15336255555556,0
4.67747,0.047619047619047616,0,0,1.0,21,0.0,2,9.027050523809523,0
4.36897,0.037037037037037035,0,0,9.99,27,0.0,2,13.426209518518519,0
4.98889,0.08333333333333333,1,1,15.0,24,0.5,1,15.488333666666666,0
0.03163,0.25,1,1,9.99,16,0.25,1,10.006488999999998,0
2.5922,0.041666666666666664,0,0,9.99,24,0.0,1,11.495493333333332,0
4.99517,0.027777777777777776,0,0,0.01,36,1.0,1,13.515439888888888,1
3.63514,0.125,3,0,1.0,32,0.0,1,13.653042,1
1.77995,0.03125,0,0,0.01,32,0.0,1,10.65261,1
0.7937,0.03125,0,0,1.0,32,0.0,2,11.153735,1
3.9914,0.027777777777777776,0,0,0.01,36,0.0,2,13.014308888888888,1
3.4699,0.05,0,0,99.99,20,0.0,2,38.06296999999999,1
3.1861,0.6666666666666666,0,1,255.0,3,0.0,2,80.38916333333334,1
0.51245,0.2,0,1,215.0,10,0.5,1,69.30373499999999,1
4.42201,0.1,0,0,215.0,10,0.0,1,69.376603,1
4.988192707985976,0.24469505036452047,1,0,200.0,14,0.0,1,67.35147583543548,1
0.49328,0.1,0,0,215.0,10,0.0,1,68.19798399999999,1
0.49916,0.018518518518518517,0,0,1.0,54,0.0,1,17.15900725925926,1
4.95332,0.03125,0,0,1.0,32,0.0,1,11.901620999999999,1
1.43791,0.03125,0,0,0.01,32,0.0,1,10.549998,1
3.06822,0.5,3,0,100.0,10,0.0,3,37.770466,1
4.71641,0.3,6,0,0.07,30,0.0,1,15.285922999999999,1
1.59891,0.2,0,0,259.0,5,0.0,2,80.779673,1
4.12117,0.04,0,0,100.0,25,0.5,2,40.106351000000004,1
1.02823,0.5625,4,1,89.0,16,0.1111111111111111,1,36.16749677777778,1
2.98348,0.0625,0,0,89.0,16,0.0,1,32.926294,1
4.9988,0.08333333333333333,2,1,0.01,36,0.0,1,14.944306666666666,1
4.18097,0.05,0,0,99.99,20,0.0,1,37.77629099999999,1
0.38477393060441506,0.018518518518518517,0,0,1.0,54,0.0,1,17.124691438440582,1
4.63941,0.125,2,0,0.01,32,0.0,1,12.957322999999999,1
4.63313,0.4,10,0,0.07,30,0.0,1,18.110939000000002,1
4.03852,0.08333333333333333,2,0,0.01,36,0.0,1,13.956222666666665,1
1.94888,0.34375,10,0,0.01,32,0.0,1,17.859538999999998,1
3.77472,0.25,0,0,200.0,4,0.0,1,62.957416,1
4.81751,0.16,2,0,100.0,25,0.0,1,40.925253,1
0.13152,0.027777777777777776,0,0,0.01,36,0.0,1,11.356344888888888,1
3.20444,0.125,1,0,100.0,16,0.0,1,37.023832,1
4.99991,0.25,0,1,215.0,4,1.0,1,69.224973,1
3.87259,0.09375,1,0,1.0,32,0.0,1,12.308651999999999,1
4.3395,0.03125,0,0,1.0,32,0.0,1,11.717475,1
3.59774,0.03125,0,0,0.01,32,0.0,1,11.197947,1
3.4275,0.07692307692307693,0,0,0.01,26,0.0,1,9.369711538461539,1
4.97979,0.05555555555555555,2,1,1.0,54,0.0,2,21.121714777777775,1
2.085823294600649,0.04042747933641026,0,0,0.01,26,0.0,1,8.9489607280484,1
0.11058,0.10526315789473684,1,0,99.99,19,0.0,1,36.982805578947364,1
4.863191906718879,0.060467137719210015,0,0,1.0,32,0.0,1,12.543655025785572,1
2.04178,0.03125,0,0,0.01,32,0.0,1,10.731159,1
1.48074,0.25,2,0,100.0,16,0.0,1,37.269222,1
4.99993,0.03125,0,1,1.0,32,1.0,1,13.315604,1
0.16277738251596013,0.038461538461538464,0,0,0.01,26,0.0,1,8.371063983985557,1
3.9315968373504546,0.13417029342069714,2,0,0.01,26,0.0,1,11.291463538172172,1
1.47212,0.03125,0,0,1.0,32,0.0,1,10.857261,1
2.02054,0.03125,0,0,0.01,32,0.0,1,10.724787,1
4.90398,0.03125,0,0,0.01,32,0.0,1,11.589818999999999,1
4.929352327191327,0.03125,0,0,0.5190920940294755,32,0.0,1,11.75015832636624,1
1.86756,0.03333333333333333,0,0,0.07,30,0.0,1,10.097934666666667,1
0.22637,0.038461538461538464,0,0,0.01,26,0.0,1,8.39014176923077,1
4.96583,0.1875,1,0,1.0,32,0.0,1,12.683499,1
4.702,0.05555555555555555,1,0,0.01,36,0.0,2,13.941377777777777,1
2.01355,0.038461538461538464,0,0,0.01,26,0.0,1,8.92629576923077,1
3.10904,0.1875,1,0,100.0,16,0.0,1,37.026461999999995,1
2.82103,0.25,4,0,99.99,20,0.0,2,40.768308999999995,1
3.57201,0.15,2,0,99.99,20,0.0,1,39.043603,1
4.95267,0.25,0,0,225.0,4,1.0,1,71.510801,1
4.98047,0.14285714285714285,1,0,200.0,14,0.0,1,66.96556957142857,1
4.84397,0.6,1,1,259.0,5,0.3333333333333333,1,83.08652433333334,1
4.99144,0.04,0,0,100.0,25,1.0,1,40.217432,1
1.05829,0.04,0,0,100.0,25,0.0,1,38.337486999999996,1
4.34487,0.6,5,0,215.0,10,0.0,1,73.103461,1
4.42044,0.03333333333333333,0,0,0.07,30,0.0,2,11.363798666666668,1
4.98866,0.75,2,1,200.0,4,0.3333333333333333,1,65.90493133333334,1
4.7955,0.1,0,0,100.0,10,0.0,2,35.48865,1
0.145,0.018518518518518517,0,0,1.0,54,0.0,1,17.052759259259258,1
2.63987,0.05263157894736842,0,0,99.99,19,0.0,1,37.01527678947368,1
4.85669,0.0625,1,0,1.0,32,0.0,1,12.588256999999999,1
4.99049,0.3333333333333333,0,0,255.0,3,1.0,1,80.26381366666668,1
3.00468,0.3333333333333333,0,0,215.0,6,0.0,1,67.86807066666667,1
3.56539,0.038461538461538464,0,0,0.01,26,0.0,1,9.391847769230768,1
3.955461331885814,0.027777777777777776,0,0,0.01,36,0.0,1,12.503527288454631,1
0.13919,0.037037037037037035,1,0,1.0,54,0.0,1,17.76027551851852,1
2.08472,0.04,0,0,100.0,25,0.0,1,38.645416,1
0.10639,0.018518518518518517,0,0,1.0,54,0.0,1,17.04117625925926,1
4.98161,0.15625,0,0,1.0,32,0.0,1,11.972608,1
2.58554,0.15789473684210525,1,0,99.99,19,0.0,2,38.25160936842105,1
4.98524,0.25,0,0,215.0,4,0.3333333333333333,2,68.55390533333333,1
3.4088,0.15789473684210525,1,0,99.99,19,0.0,1,37.99858736842105,1
4.98578,0.28,6,0,100.0,25,0.0,1,43.835734,1
4.59159,0.125,1,0,89.0,16,0.0,1,34.139976999999995,1
4.958083200543816,0.04037952026672557,0,0,1.0,32,0.7078553514647818,1,13.103113466321854,1
3.50958,0.03333333333333333,0,0,0.07,30,0.0,1,10.590540666666666,1
3.54644,0.0625,0,0,100.0,16,0.0,3,37.395182,1
4.99828,0.1,1,1,99.99,20,0.5,1,39.796484,1
4.99553,0.05555555555555555,1,0,0.01,36,0.0,1,13.529436777777775,1
4.95664,0.03125,0,0,1.0,32,0.0,1,11.902617,1
1.0344,0.05555555555555555,1,0,1.0,54,0.0,1,18.03809777777778,1
4.006787111887223,0.10598485981502889,2,0,1.0,32,0.0,1,13.329089423330327,1
4.85265,0.2,0,0,259.0,5,0.0,1,81.25579499999999,1
4.51124,0.10526315789473684,1,0,99.99,19,0.0,1,38.30300357894737,1
0.16888,0.027777777777777776,0,0,0.01,36,0.0,1,11.367552888888888,1
3.37214,0.0625,0,0,100.0,16,0.0,1,36.342892,1
4.86941,0.5,0,0,215.0,4,0.3333333333333333,2,68.64415633333334,1
0.08860525834143786,0.018518518518518517,0,0,1.0,54,0.0,1,17.03584083676169,1
1.308,0.08333333333333333,2,0,0.01,36,0.0,2,13.637066666666666,1
4.99672,0.35714285714285715,2,0,200.0,14,0.0,1,67.77758742857142,1
4.99767,0.14285714285714285,0,0,200.0,14,0.0,1,66.27072957142857,1
4.02281,0.03125,0,0,0.01,32,0.0,1,11.325467999999999,1
3.66049,0.03125,0,0,0.01,32,0.0,1,11.216771999999999,1
4.63523,0.027777777777777776,0,0,0.01,36,0.0,2,13.207457888888888,1
4.99963,0.07142857142857142,0,0,200.0,14,0.0,1,66.23560328571429,1
2.0222019439612535,0.03125,0,0,0.044024287256186234,32,0.0,1,10.735492869365231,1
0.08439,0.018518518518518517,0,0,1.0,54,0.0,1,17.034576259259257,1
4.67753801972328,0.04537883768628634,0,0,0.01,36,0.0,2,13.672497534454543,1
4.99981,0.07142857142857142,0,1,200.0,14,1.0,1,67.63565728571429,1
2.9288017740233165,0.11601570706215146,0,0,99.99,19,0.0,2,38.17838954362702,1
4.89494,0.03333333333333333,0,0,0.07,30,1.0,1,11.706148666666667,1
3.7037578578434616,0.15126423852299292,4,0,0.01,36,0.0,1,15.316308485597384,1
2.85693,0.03125,0,0,0.01,32,0.0,2,11.475704,1
0.30208,0.037037037037037035,1,0,1.0,54,0.0,1,17.809142518518517,1
1.8819646136796178,0.05555555555555555,1,0,1.0,54,0.0,1,18.700532835234938,1
0.13343,0.038461538461538464,0,0,0.01,26,0.0,1,8.36225976923077,1
4.59537,0.2631578947368421,3,0,99.99,19,0.0,1,39.80718994736842,1
4.98689,0.1875,2,1,100.0,16,0.3333333333333333,1,39.22315033333334,1
0.20954952408661426,0.037037037037037035,1,0,1.0,54,0.0,1,17.781383375744504,1
4.401969922390148,0.033236561640166674,0,0,0.06721297523680014,30,0.0,1,11.362018191380168,1
2.57903,0.2,1,0,100.0,10,0.0,2,35.573709,1
3.30074,0.14285714285714285,0,0,200.0,14,0.0,1,65.76165057142858,1
4.86535,0.0625,0,0,89.0,16,0.0,4,34.990854999999996,1
4.32591,0.15384615384615385,3,0,0.01,26,0.0,1,11.777696076923077,1
4.05243,0.03125,0,0,0.01,32,0.0,1,11.334354,1
2.84328,0.027777777777777776,0,0,0.01,36,0.0,1,12.169872888888888,1
4.23294,0.027777777777777776,0,0,0.01,36,0.0,1,12.586770888888887,1
4.981706051184909,0.2848734651630105,0,0,215.0,4,0.9070040928986388,1,69.14395264083562,1
4.678882297210562,0.1684104976325554,0,0,215.0,7,0.1520233280723453,1,69.00139528814795,1
3.9256349378939808,0.13924551480985617,0,0,100.0,10,0.0,2,35.52203184244212,1
3.21719,0.25,7,0,0.01,36,0.0,1,17.293156999999997,1
0.78557,0.1,0,0,100.0,10,0.0,1,33.785671,1
4.85781,0.07692307692307693,1,0,0.01,26,0.0,1,10.498804538461538,1
4.26469,0.05555555555555555,0,0,0.01,36,0.0,1,12.610184777777777,1
4.99998,0.03333333333333333,0,1,0.07,30,0.0,1,11.737660666666667,1
0.9469629468203451,0.05374681270358548,1,0,1.0,54,0.0,1,18.0109622903979,1
4.62419,0.2,3,0,99.99,20,0.0,1,40.084256999999994,1
4.410635210455111,0.08842923907199793,0,0,99.99,19,0.0,1,38.142559675003184,1
